# favorite of tweet,# followers,# following,# of hastags,# of mentions,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
1,693,978,0,3,Thu Apr 23 03:18:27 +0000 2009,328744452,United States,Dictator Jones,4465,nigger people are,black,ANTHONEEJ,Sat Sep 23 17:44:41 +0000 2017,@nikangel39 @Trajan5689 @SheriffClarke You pro blacks are the most divisive people. He never said nigger,34513772,Hate speech,-0.0688,y,,n
0,1013,1526,0,0,Tue Jun 10 01:33:54 +0000 2008,,"Goldfield, NV",chad sorg,31729,nigger people are,black,FishbowlerSorg,Sat Sep 23 17:07:31 +0000 2017,"Warning, touchy subject:
The word Nigger for black people is like the word Racist for white people. These are... https://t.co/UBRXXnCVXc",15068127,Hate speech,0,y,NV,y
0,62,53,0,1,Sun Apr 17 04:26:07 +0000 2016,316717267,"Texas, USA",Bobby  Prine,5749,nigger people are,black,BobbyPrine,Fri Sep 22 20:59:16 +0000 2017,@TMZLive nigger&amp;they made us slaves no white person owns a slave but some black people act like we still do some of them are just as racist,7.22E+17,Hate speech,0,n,TX,y
0,154,101,0,1,Tue Apr 14 16:23:13 +0000 2009,216299334,"Los Angeles, California",CSD,33865,nigger people are,black,DuxCali,Fri Sep 22 17:42:36 +0000 2017,@piersmorgan should shut the hell up. White people literally cannot subscribe to the culture where the words Nigga/Nigger are acceptable   .,31158679,Hate speech,0,n,CA,y
0,2313,1421,0,1,Sun Aug 31 23:31:17 +0000 2008,16072488,"Atlanta, GA",Jean-Baptiste Zorg,178334,nigger people are,black,theblackmurse,Fri Sep 22 17:39:16 +0000 2017,@BillWeiss These same people calling him a nigger are judges and cops and everything else. Does he avoid going outside as well? I mean...,16072488,Hate speech,-0.6597,n,GA,y
0,3802,3781,0,2,Fri Apr 15 18:02:34 +0000 2011,2539618311,"Columbus, OH",Fenrir the Rrowdy,133043,nigger people are,black,TheBeastRrowdy,Fri Sep 22 17:29:08 +0000 2017,@Vernumv @HoosierFooDog At the same time; when people are afraid to say the word nigger in a non-derogatory convers https://t.co/1aad0dfyIu,282684014,Hate speech,-0.3612,n,OH,y
0,4,204,0,1,Sun Apr 23 20:04:17 +0000 2017,50772918,"Mississippi, USA",David Billings,262,nigger people are,black,TheRealDBillz,Fri Sep 22 16:15:31 +0000 2017,@ClayTravis only people that associate the word nigger to African Americans are racist. Racism is in the intent.. Not in the word!!!,8.56E+17,Hate speech,0,n,MS,y
1,121,188,0,1,Mon Aug 14 14:10:16 +0000 2017,3065640509,"North Carolina, USA",Grim Bane's Folly,446,nigger people are,black,GrimFolly,Fri Sep 22 12:03:05 +0000 2017,@DrHarleyQ6 Absolutely..... the people offended by the word nigger are people that actually qualify to wear the wor https://t.co/sWRfFsgHb1,8.97E+17,Hate speech,0,n,NC,y
0,1031,81,0,0,Sat Jul 09 20:29:56 +0000 2011,332443508,purgatory,ghost boy,39839,nigger people are,black,ArtlessAtrophy,Fri Sep 22 10:43:50 +0000 2017,so a white man debating on whether white women can say nigger while using the word himself. wild. white people are https://t.co/jFIvoYaE4l,332443508,Hate speech,0,n,,n
2,3880,1981,0,0,Fri Dec 18 21:50:17 +0000 2009,,"Orlando, FL",SkyDaddy Bing,425833,nigger people are,black,imBINGnotGOOGLE,Thu Sep 21 22:18:48 +0000 2017,Sending tough tweets cool til you get called a nigger. Then you record yourself in tears asking why white people are like this in 2017.,97755288,Hate speech,0,y,FL,y
0,119,351,0,2,Sun Sep 04 15:39:02 +0000 2016,280735698,"Toronto, Ontario",Just Some guy,8892,nigger people are,black,nx2000_Scott,Wed Sep 20 15:43:01 +0000 2017,"@johnkerr23 @CaseyExplosion 1: NONE of these people are ""Alt Right""
2: None of these people EVER said ""Nigger""",7.72E+17,Hate speech,-0.1027,n,,n
2,1455,1405,0,1,Fri Feb 27 15:27:26 +0000 2015,129235890,USA,free bird?????,27251,nigger people are,black,darby_bartley,Wed Sep 20 14:43:38 +0000 2017,@Lrihendry Calling people White supremacy is nasty Racism..same as calling people nigger or chink ..They protest ag https://t.co/LCy4CRftB4,3046840980,Hate speech,-0.4389,y,,n
0,48,202,0,2,Fri Jun 02 15:34:03 +0000 2017,159844818,"Maryland, USA",ravens 2-1 (yikes),1551,nigger people are,black,plsorioles,Tue Sep 19 23:11:49 +0000 2017,@Iowhangingfruit @RStickel24 Why are people offended by nigger,8.71E+17,Hate speech,0,n,MD,y
0,68,281,0,1,Sat Mar 07 00:47:31 +0000 2015,6351572,United States,ZebraTyrant,1201,nigger people are,black,ZebraTyrant,Tue Sep 19 11:44:38 +0000 2017,"@PhillyD Everyone is a hypocrite. Nigger, Spic, Cunt, Fuck... they are words. All people of all races use them, especially in",3076208495,Hate speech,0,n,,n
1,68,258,0,0,Sat Jun 04 18:15:53 +0000 2011,,"Tennessee, USA",unhinged jew,5121,nigger people are,black,unhinged_jew,Tue Sep 19 09:16:00 +0000 2017,people are still arguing about the 'nigger' word?,310991221,Hate speech,0,n,TN,y
0,288,300,0,1,Sun Nov 15 08:09:19 +0000 2009,,USA,Deemarie Parsons,7777,nigger people are,black,dulcebombomcito,Mon Sep 18 23:33:27 +0000 2017,9/18/2017 YOU ARE THE NIGGER KHARMABEST OF ANGRY PEOPLE ROAD RAGE FREAKOUT INSTANT JUSTICE/KARMA 2016 https://t.co/rlbZc2RseO via @YouTube,90123499,Hate speech,0,n,,n
3,1932,893,0,2,Thu Dec 15 18:27:50 +0000 2011,437687253,"Chicago, IL",Benjamin Williams,8467,nigger people are,black,i_benjammin,Mon Sep 18 19:45:53 +0000 2017,"@ashleyc_98 @pettyblackboy Effectively ""nigger"" &amp; ""nigga"" are two completely diff words. Black people can almost al https://t.co/dEREE1TfXD",437687253,Hate speech,-0.1513,n,IL,y
0,39,153,0,1,Mon Jul 19 05:29:20 +0000 2010,872683897,North America,-RAD1C4L-,2371,nigger people are,black,_RAD1C4L_,Sun Sep 17 06:23:24 +0000 2017,@KEEMSTAR How about you go make more videos about your BF Jake Paul you stupid nigger faggot. lmao. White people are 2 easy to trigger.,168385501,Hate speech,0,n,,n
2,1499,42,0,0,Tue Jan 05 00:21:51 +0000 2010,,Duval county,Gohan Mackenzy,9699,nigger people are,black,jovanmackenzy,Sat Sep 16 22:17:42 +0000 2017,"Folks are more offended at the word ""nigger"" or ""nigga"" than the fact that people are actually treated as such.",101904387,Hate speech,-0.3167,n,,n
1,1099,1847,0,0,Fri May 20 19:54:39 +0000 2011,,Canada,TBT-AMadProphet,16669,nigger people are,black,The_Big_Toe,Sat Sep 16 22:11:40 +0000 2017,"The only people that should be offended by the word 'nigger' are niggers. Are you a 'nigger'? I'm not, known a few. https://t.co/JMbxBtYgvL",302207442,Hate speech,-0.25,n,,n
1,111,89,0,0,Sat Mar 04 07:49:22 +0000 2017,,e,spooky boy james ?,7025,nigger people are,black,IostIoser,Sat Sep 16 15:33:17 +0000 2017,White people who get offended by other white people saying nigger have the guilty pleasure of saying nigger when they are alone,8.38E+17,Hate speech,-0.3818,n,,n
0,297,1867,0,3,Fri Jul 15 08:24:24 +0000 2016,,"Wisconsin, USA",AJmack,972,nigger people are,black,HoodRich5000,Fri Sep 15 14:52:38 +0000 2017,People are cheering for people like @pewdiepie @KathleenLights1 and @tanamongeau are the ones who call a black person a nigger how retarded,7.54E+17,Hate speech,0,n,WI,y
0,485,394,0,0,Sun Dec 21 16:30:43 +0000 2014,,Earth,Gong's Pinnacle,27860,nigger people are,black,RasThaFarEye,Fri Sep 15 13:15:16 +0000 2017,"The choices are: 1- ""stand up, nigger!""... or 2- ""I respect their views but I could never sit for the anthem...peop https://t.co/cY4jCv8Ihm",2935517062,Hate speech,-0.4576,n,,n
0,36,360,0,1,Wed Jun 25 01:07:19 +0000 2014,73657657,"Ohio, USA",robert lucas,1148,nigger are,black,robertl95869194,Sun Sep 24 23:43:48 +0000 2017,@BarracudaMama nigger you and obama are the disgrace mfer,2586624763,Hate speech,0,y,OH,y
0,38,71,0,1,Wed Aug 09 17:53:05 +0000 2017,1520501,"Jasper, TX",Sarah Louise Shaw,16,nigger are,black,SarahLouiseSha9,Sun Sep 24 23:39:39 +0000 2017,"@advodude The players are not praying when they kneel, they just don't won't their asses beat by their nigger team mates.",8.95E+17,Hate speech,-0.7514,y,TX,y
0,77,716,0,1,Tue Oct 06 01:10:11 +0000 2015,8.66E+17,United States,Ashley,924,nigger are,black,classyladies8,Sun Sep 24 23:29:33 +0000 2017,@mtvbarbielive You are one ugly nigger. Damn you need to be in the psych ward,3876098392,Hate speech,-0.6369,y,,n
0,639,111,0,0,Wed Mar 04 02:47:47 +0000 2009,,"Missouri, USA",Melinda Evette,131674,nigger are,black,MelE5150,Sun Sep 24 23:07:59 +0000 2017,"If we're lumped together in a big black nigger ball when crimes are committed by us,lemme roll in around in tht lump when we are outstanding",22722589,Hate speech,-0.296,n,MO,y
1,26,19,0,2,Wed Jan 25 22:33:35 +0000 2017,8.34E+17,United States,PisT,138,nigger are,black,Kihzyv2,Sun Sep 24 22:51:25 +0000 2017,@Snzopy @MohakKumar_ You're dogshit who are you nigger,8.24E+17,Hate speech,-0.5106,y,,n
0,163,240,0,1,Sat Jun 17 23:05:52 +0000 2017,8.76E+17,"Toronto, Ontario",dragon girl,4614,nigger are,black,_Dr_James,Sun Sep 24 21:12:32 +0000 2017,@grimrai are you gonna let a nigger take your precious girlfriend,8.76E+17,Hate speech,-0.7717,y,,n
0,53,91,0,1,Mon Jun 16 22:38:12 +0000 2014,43139414,United States,FUCKINGPIECEOFSHIT,4479,nigger are,black,thenewtribe_,Sun Sep 24 20:02:23 +0000 2017,@RealSkipBayless Cowboys are flawed block me nigger,2571743352,Hate speech,-0.1531,y,,n
0,69,645,0,2,Mon Jun 19 17:14:21 +0000 2017,102473438,"Fort Collins, CO",krissy johnson,581,nigger are,black,KrissyMaeJohns1,Sun Sep 24 19:30:37 +0000 2017,@GwenRousseau @realDonaldTrump For a white guy you like fried chicken a lot! Are you sure there isn't a nigger in wood pile somewhere ?,8.77E+17,Hate speech,0,y,CO,y
0,11,101,0,0,Mon Jan 23 18:12:07 +0000 2017,8.24E+17,"Houston, TX",MintyGay,1410,nigger are,black,MintyGuy47,Sun Sep 24 18:47:55 +0000 2017,"Like, there are plenty of videos of her saying nigger in an insulting manner. And she never apologized for it.",8.24E+17,Hate speech,0,n,TX,y
0,12,44,0,1,Mon Jan 02 14:23:59 +0000 2017,10774652,"New York, USA",mike20,321,nigger are,black,Michaeldimino1,Sun Sep 24 18:40:21 +0000 2017,@theblaze These are the thugs the word nigger is intended for,8.16E+17,Hate speech,0,y,NY,y
0,102,40,0,0,Sun Feb 14 10:43:10 +0000 2016,,Manhattan ,Lady Bjrn,8550,nigger are,black,NobellaElla,Sun Sep 24 18:19:39 +0000 2017,"The portion sizes at Capellos are huuuuge. Like, nigger damn. 
I wasnt even tryna eat dinner man.",4908571341,Hate speech,0,n,NY,y
0,470,422,0,0,Sat Nov 05 17:33:20 +0000 2016,,"Vallejo, CA",Juan-Shay,9291,nigger are,black,ShayNotShea,Sun Sep 24 17:48:41 +0000 2017,"Depends, are they calling a fascist warmongering dictator a nigger? https://t.co/E1RRBo1afD",7.95E+17,Hate speech,-0.5789,n,CA,y
0,1,8,0,1,Mon Jul 04 16:00:29 +0000 2016,358321187,"Ohio, USA",ccmonywon1,116,nigger are,black,skippybuddy8,Sun Sep 24 17:29:23 +0000 2017,@KennyBritt_18 You are one dumb NIGGER!! Cannot even catch a football!! You and Nigger Kizer need to go. High school players play better!!!,7.50E+17,Hate speech,-0.8885,y,OH,y
1,554,34,0,1,Thu Aug 13 23:58:49 +0000 2009,7.26E+17,"Palm Beach, Florida",KOLA BOOF,3105,nigger are,black,KolaBoof3,Sun Sep 24 17:24:49 +0000 2017,"@HeavymetalLver I'm Half Arab &amp; Sunni Muslim....

Africans can say Sand-nigger because **WE** are called that too. https://t.co/lWI6Gt8uPC",65506640,Hate speech,0,n,FL,y
0,28,130,0,0,Fri Jun 12 20:26:29 +0000 2015,,"Toronto, Ontario",The Joker,11855,nigger are,black,disenchantedma1,Sun Sep 24 15:58:35 +0000 2017,Nigger? Did you know only niggers have rampant sex-drives and are allergic to fantasy...,3321695236,Hate speech,0,n,,n
0,114,542,0,0,Wed Apr 19 02:54:08 +0000 2017,,"Bay Area, California ",Mike Souza,2197,nigger are,black,TripOffMyName,Sun Sep 24 14:53:51 +0000 2017,"CJ, how bad do yo hate being African-American? Fuckin sellout! The man you defend sees you as a nigger. You are a s https://t.co/jZKYeDUnLa",8.55E+17,Hate speech,-0.6124,n,CA,y
0,132,307,0,0,Sat Jul 02 00:31:42 +0000 2016,,"Phoenix, Az",Guy A,6077,nigger are,black,absher_guy,Sun Sep 24 14:17:55 +0000 2017,Fucking nigger football player's think they are taking a stand on racism have another thing coming ; your making it https://t.co/3bDJaHWCeD,7.49E+17,Hate speech,0,y,AZ,y
1,1,8,0,0,Mon Jul 04 16:00:29 +0000 2016,,"Ohio, USA",ccmonywon1,116,nigger are,black,skippybuddy8,Sun Sep 24 14:10:27 +0000 2017,"Roger Goodell A niggers need to stand, if not need to be released.My man TRUMP is VERY RIGHT and you NIGGER LOVER, you are WRONG!!! BTCH",7.50E+17,Hate speech,0,y,OH,y
0,14,6,0,0,Sat Jul 08 13:29:19 +0000 2017,,"Vancouver, British Columbia",Dwarfie,4,nigger are,black,Dwarfieiscute,Sun Sep 24 13:59:54 +0000 2017,Nigger if you are going to manipulate clans don't randomly buy one at 600 lol,8.84E+17,Hate speech,0,n,,n
0,201,520,0,0,Thu Mar 05 03:50:41 +0000 2009,,Wisconsin,Kevin,7870,nigger are,black,Kevin_Bassett,Sun Sep 24 11:59:57 +0000 2017,"When are you going to get fitted for your white KKK robe and hood?

You all but called Stevie an ""uppity nigger"". R https://t.co/ptcEFPkp4I",22875835,Hate speech,0,n,WI,y
1,39,91,0,1,Wed Mar 04 04:13:35 +0000 2015,26257166,"Richmond, VA",Gerald Anderson Jr,656,nigger are,black,iotaman3H91,Sun Sep 24 11:49:52 +0000 2017,@SportsCenter These comments about stick to sports are in correlation to the thought process of be a good nigger an https://t.co/9gfK88VJzF,3069173037,Hate speech,0,n,VA,y
2,149,202,0,1,Thu Jul 31 17:40:16 +0000 2014,2716396488,Norway,Erik the Turtle,3758,nigger are,black,LightBladeNinja,Sun Sep 24 10:12:38 +0000 2017,@HbdNrx Those are some pretty ntermenschen quality women there. Fucking an infected nigger when there are plenty o https://t.co/WPzJS1LTkI,2696263315,Hate speech,0,n,,n
0,276,186,0,1,Thu Nov 24 03:18:33 +0000 2016,8.15E+17,"Detroit, MI",gum?y,5605,nigger are,black,GUM3Y,Sun Sep 24 07:48:37 +0000 2017,@teenfatigue_ i dont wanna get fired think of how retarded i am they are arab and nigger is in the top 5 of my favo https://t.co/ebhDav8Ugg,8.02E+17,Hate speech,0,y,MI,y
0,60,150,0,1,Wed Nov 09 23:20:14 +0000 2011,47293791,"Omak, WA",Chris Walker,765,nigger are,black,CDWalker63,Sun Sep 24 07:41:32 +0000 2017,"@w_terrence You my friend are NO HOUSE NIGGER, your a man with great humor and common sense, Keepon keeping on !!!",408835980,Hate speech,0,n,WA,y
1,15427,6567,0,0,Sat Nov 10 07:29:43 +0000 2012,,"Missouri, USA",LILJUICYAKADATJUICY?,22051,nigger are,black,akadatjuicy,Sun Sep 24 07:24:29 +0000 2017,Black man we are now enimes till my casket drop fuck u and youre nigger party https://t.co/cYXDs79Mj2 lzt,938573995,Hate speech,0,y,MI,y
6,121,261,0,1,Mon Apr 06 21:52:17 +0000 2009,16948493,"Virginia, USA",Jason Quinn,8565,nigger are,black,JQ5_PettySavage,Sun Sep 24 07:15:21 +0000 2017,@tariqnasheed These peons are defending Twitty but will call Obama a nigger and post gorilla Michelle Obama memes i https://t.co/gmPzwIZFmV,29303216,Hate speech,0,n,VA,y
0,313,543,0,0,Mon Sep 28 11:49:07 +0000 2015,,"Michigan, USA",Devin/Smeargle,41521,nigger are,black,hvralts,Sun Sep 24 06:12:06 +0000 2017,arenas are pretty good for acting like a nigger,3714337034,Hate speech,0,y,MI,y
0,20,318,0,0,Fri Aug 04 21:14:33 +0000 2017,,"Hiawassee, Ga",lunalee17,1183,nigger are,black,AngieNi16523238,Sun Sep 24 05:10:31 +0000 2017,Fear god.. daily.. please dumb tyler down since nigger kids are all that matter here with the good ole boys,8.94E+17,Hate speech,0,n,GA,y
1,298,363,0,3,Tue Jan 24 05:51:34 +0000 2017,896258742,"New York, USA",Swi,9430,nigger are,black,jr_swiatek,Sun Sep 24 04:52:22 +0000 2017,@hrtablaze @InTheYear1611_ @POTUS You are a nigger!!,8.24E+17,Hate speech,0,y,NY,y
0,20,318,0,0,Fri Aug 04 21:14:33 +0000 2017,,"Hiawassee, Ga",lunalee17,1183,nigger are,black,AngieNi16523238,Sun Sep 24 04:15:20 +0000 2017,Niggers are just as good as a white nigger aren't they? And religion at this point... I'll just take my own life..,8.94E+17,Hate speech,0,n,GA,y
2,40,60,0,3,Sat Aug 22 03:34:52 +0000 2015,12514,,Gina_D?,620,nigger are,black,gmdarn,Sun Sep 24 03:27:12 +0000 2017,"@tomcoates @PLY_Wally @TrckDad Tom,slaves were sold to blacks!?And there IS a difference between a ""nigger"" and a b https://t.co/mcLw4FuanR",3435082996,Hate speech,-0.8863,n,,n
2,1144934,7244,0,2,Wed Dec 31 17:47:21 +0000 2008,3082583342,Brooklyn ALL DAY,Talib Kweli Greene,245674,nigger are,black,TalibKweli,Sun Sep 24 03:00:40 +0000 2017,"@TKintheSFC @ablogaboutagirl there are Asians, Indians, Latinos who are dark enough to be called ""nigger"" &amp; grew up in black neighborhoods.",18511475,Hate speech,-0.5994,n,NY,y
2,5882,433,0,0,Wed Nov 23 22:55:03 +0000 2011,,"Las Vegas, USA",KING,168187,nigger are,black,DEVONTHESAV,Sun Sep 24 02:58:59 +0000 2017,You sir are a nigger https://t.co/Z6aRI7yHCf,419898105,Hate speech,0,n,NV,y
0,30,95,4,1,Mon Aug 22 19:32:07 +0000 2016,8.22E+17,"New York, USA",collin howard,207,nigger are,black,CollinLHoward,Sun Sep 24 01:36:44 +0000 2017,@POTUS has spoken. If you are a #poc with a voice you are a #nigger. He said SOB but you know what he meant. #fuxkyou #maga,7.68E+17,Hate speech,-0.2183,y,NY,y
1,39,367,0,0,Mon Jan 02 04:28:43 +0000 2017,,norway,obama death grips,3751,nigger are,black,bigloser420,Sun Sep 24 01:01:53 +0000 2017,nigger man nigger man who are you nigger man nigger man i will shoot you,8.16E+17,Hate speech,0,y,,n
0,158,729,0,2,Fri Jul 19 00:28:20 +0000 2013,7.96E+17,"warrior, al",joseph kelly,2508,nigger are,black,juliannesdaddy1,Sat Sep 23 22:38:21 +0000 2017,"@YallSomeCoons @hunter_pugh 1. Trump ain't a nigger, 2. Y'all don't like cause he says the truth, 3. Y'all don't wa https://t.co/bLb42ObgQo",1604676842,Hate speech,0,n,AL,y
0,1295,1666,0,0,Fri Sep 02 13:10:26 +0000 2016,,U.S.A.,American,22429,nigger are,black,jmfimbel,Sat Sep 23 22:35:54 +0000 2017,"Clearly they fear your stance.  By calling you a ""House Nigger"" they are saying you are not being one of them.  I s https://t.co/7XzAotJ9sm",7.72E+17,Hate speech,-0.296,n,,n
2,1295,1666,0,1,Fri Sep 02 13:10:26 +0000 2016,47293791,U.S.A.,American,22429,nigger are,black,jmfimbel,Sat Sep 23 22:35:43 +0000 2017,"@w_terrence Clearly they fear your stance.  By calling you a ""House Nigger"" they are saying you are not being one of them.  I say good.",7.72E+17,Hate speech,-0.128,n,,n
0,70,207,0,0,Sun Jun 07 22:25:59 +0000 2015,,Sin City,Me Llamo Mark,6951,nigger are,black,GrnBackGuerilla,Sat Sep 23 22:23:45 +0000 2017,If teachers dont say nigger when reading Huck Finn then they are bad teachers...Thank God comedians just comedy.,3239191728,Hate speech,0,n,,n
0,46,24,0,0,Sun Aug 23 23:39:10 +0000 2015,,"The Bronx, New York",Scary Nigger,12821,nigger are,black,mothafuckan,Sat Sep 23 22:20:54 +0000 2017,I can't tell if Crackas are racist or scared of me cuz I'm scary nigger,3437378633,Hate speech,0,n,NY,y
