,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id
5831,1,303,401,1,0,0,Tue Jul 30 14:41:33 +0000 2013,,Finland,Tufairi. B. Kawawa,12234,muslim are,muslim,Tufairi,Sun Sep 24 08:34:28 +0000 2017,The #Rohingya Muslim Minority Are Suffering. And This Hurts. https://t.co/WP5QTOn731,1633083650
5832,0,1808,1701,0,5,0,Sat Apr 19 19:24:57 +0000 2014,8.717657381676892e+17,California,Cherry Bethea,63973,muslim are,muslim,cherry_bethea,Sun Sep 24 08:16:57 +0000 2017,@TrishaDishes @SlicksTweetz @azinat707 @FoxNews @JenKernsUSA Sorry. You do not get Muslims working with the Muslim… https://t.co/TvKQQqW4vX,2453605819
5833,2,2288,1985,0,4,0,Sat May 14 14:19:25 +0000 2011,298547669.0,Sussex,Toffee,7217,muslim are,muslim,leweswhite,Sun Sep 24 08:16:55 +0000 2017,@BeslanMan @emilyisanelf @StaceyDooley @BegumNadiya far more rape or sexual assaults are commited by men of the cat… https://t.co/zBcxffiZ6v,298547669
5834,0,83,2391,0,1,0,Thu Apr 28 20:25:43 +0000 2011,20510539.0,"New York, USA",jasaki,1008,muslim are,muslim,jasaki1,Sun Sep 24 08:15:32 +0000 2017,@Emirates247 Most of these horrific attacks are carried out by Muslim youths,289531924
5835,0,38,132,0,1,0,Mon Feb 13 05:31:32 +0000 2017,759251.0,"Michigan, USA",Alex Thorsen,2144,muslim are,muslim,ThorHammerRadio,Sun Sep 24 08:05:20 +0000 2017,"@CNN thinks those who excuse or ignore rapists (Muslim migrants) are moral.

Not surprisingly, CNN still loves Bill… https://t.co/5olAuH73FA",831012911384559617
5836,2,8,29,0,1,0,Thu Feb 21 00:08:01 +0000 2013,2856195026.0,"Kentucky, USA",Debra Montgomery,629,muslim are,muslim,DebraMontgomer8,Sun Sep 24 07:55:18 +0000 2017,"@khan_overkill You are a radical Muslim,  go home.",1202482548
5837,1,105,296,0,1,0,Sat May 14 01:57:40 +0000 2016,2927284436.0,"Bellevue, WA",Anonymous,498,muslim are,muslim,somerespec,Sun Sep 24 07:51:15 +0000 2017,@SophiaHelwani these are not the actions of Muslim,731302428348272640
5838,0,127,237,0,1,0,Fri May 19 01:55:27 +0000 2017,108874241.0,"Danville, CA",Saima Yunus ✊🏼 🇺🇸,7939,muslim are,muslim,realsaimayunus,Sun Sep 24 07:40:24 +0000 2017,"@chandamichele Not a fan of MEMRI, and yes, extremist Muslim clerics who want a caliphate exist. Doesn't mean refugees are all bad tho",865385378944917508
5839,0,299,217,1,3,0,Mon Sep 24 23:19:35 +0000 2012,18416981.0,United States,Drake tbh,22397,muslim are,muslim,Drakebudasz,Sun Sep 24 07:28:04 +0000 2017,"@amatetic @calum_bolig @MartysaurusRex You are a woman, so you might love your Muslim neighbor but you are a doormat to them. #Facts",844472394
5840,0,958,1935,0,4,0,Wed Jul 13 12:34:56 +0000 2016,30739842.0,"Queensbury,NY 12804",Blue Eagle,8298,muslim are,muslim,Flyblueeagle1,Sun Sep 24 07:18:38 +0000 2017,@MrTommyCampbell @randyffs @Oooohhhh_NaNa @realDonaldTrump We are being threatened w nukes asshole. Why didn't you… https://t.co/guHDY5b2HC,753206073306349570
5841,2,38,160,0,3,0,Fri Dec 09 00:24:20 +0000 2016,3419210573.0,United States,Ant Leonard,1466,muslim are,muslim,AntLeonard73,Sun Sep 24 07:18:25 +0000 2017,@FemalesForTrump @kobebryant @realDonaldTrump Obama is as much a Muslim as you are an honest person: not at all. Ju… https://t.co/udXoEvE7lV,807018005112627200
5842,1,255,230,0,0,0,Fri Nov 18 08:05:48 +0000 2016,,Perfection,LSATgunner,19580,muslim are,muslim,LSATgunner,Sun Sep 24 07:08:52 +0000 2017,"A Muslim, a girl, and a blind man are in court. The girl cries, ""The Muslim raped me!""

The judge asks the blind ma… https://t.co/vTLdKHteBH",799523988615680000
5843,0,255,230,0,1,0,Fri Nov 18 08:05:48 +0000 2016,254060179.0,Perfection,LSATgunner,19580,muslim are,muslim,LSATgunner,Sun Sep 24 07:08:09 +0000 2017,"@policescotland A Muslim, a girl, and a blind man are in court. The girl cries, ""The Muslim raped me!""
The judge as… https://t.co/jbosKSGsD8",799523988615680000
5844,0,1598,666,0,0,0,Sun Sep 19 00:06:17 +0000 2010,,"Austin, TX",Ray Ahmed,6979,muslim are,muslim,TheRayAhmed,Sun Sep 24 06:59:18 +0000 2017,"You literally had no problem with Somalia adopting a pagan cult that curses Sahaba, and you expect to believe you a… https://t.co/V40lZODIo0",192378965
5845,0,1531,2861,0,1,0,Fri Mar 17 20:14:12 +0000 2017,361151877.0,"Los Angeles, CA",LA City Worker,33206,muslim are,muslim,lacityworker,Sun Sep 24 06:56:52 +0000 2017,@DebsArmstrong My lanr is exposing a muslim mayor who told his terrorism u it acid attacks were not to be labeled t… https://t.co/MluS4kZolO,842831454677745665
5846,0,2326,5001,0,0,0,Fri Mar 20 22:53:59 +0000 2009,25593381.0,"Bartow, FL",Vick V.Vee Alexander,86512,muslim are,muslim,VVeeB,Sun Sep 24 06:35:53 +0000 2017,"We served even if we are black, trans, gay, Jewish, Muslim, Hispanic, Asian, a woman, knowing that our country treats us as less than",25593381
5847,0,769,747,0,2,0,Thu Nov 10 18:38:51 +0000 2016,7.901245911549542e+17,"Washington, USA",Douglas Reimann,24422,muslim are,muslim,dgvreiman,Sun Sep 24 06:30:24 +0000 2017,"@CUSTARD_TSUNAMI @Juliet777777 Khan is a Muslim, elected due to the Muslim vote, so Khan will NOT roust the neighbo… https://t.co/BffiTc8mYB",796784197507518464
5848,0,70,65,0,1,0,Mon Aug 15 20:47:33 +0000 2011,,"Seattle, WA, USA",Umair Ahmad,689,muslim are,muslim,Uahmad231,Sun Sep 24 06:23:01 +0000 2017,"Retweeted Junaid Kharsany (@JunaidKharsany):

Among Rohingya refugees are teachers of Bukhari/Muslim who watched... https://t.co/BZds6z9r9G",355750657
5849,0,146,53,0,7,0,Thu Feb 09 23:26:45 +0000 2017,3995778614.0, Kentucky,Mariann Mason,4539,muslim are,muslim,MariannMason2,Sun Sep 24 06:22:53 +0000 2017,@KamVTV @AmericanHotLips @TrumpGirlStrong @passionatechica @InTheYear1611_ @bakedalaska @DonaldJTrumpJr… https://t.co/Pip5caVC3Z,829833949711052805
5850,0,47,91,0,1,0,Tue Jan 08 21:32:38 +0000 2013,8.79559946454655e+17,"Chicago, Illinois",Chicago'sFinest,846,muslim are,muslim,ChicagosFines10,Sun Sep 24 06:22:35 +0000 2017,@PressTVPrograms I don’t understand; there are so many non Muslims suffering in Islamic countries. Why the focus on… https://t.co/2euPZroLSF,1072043772
5851,3,500,297,0,0,3,Tue Feb 14 00:04:56 +0000 2017,,"Toronto, Ontario",casaouia,2978,muslim are,muslim,ghizlane___,Sun Sep 24 06:21:34 +0000 2017,Mahira Khan smoked... Nouman Ali Khan assaulted and exploited Muslim women ADMITTED TO IT! And victims are coming o… https://t.co/xVNruQq7ac,831293109099192323
5852,0,84,32,0,1,0,Sat Aug 16 18:24:53 +0000 2014,83559842.0,"Los Angeles, CA",Ben Mimay,2628,muslim are,muslim,benmimay,Sun Sep 24 06:17:28 +0000 2017,@eisansan These are all muslim's works,2737786518
5853,0,1563,1966,0,0,0,Thu May 25 20:39:05 +0000 2017,,Canada,Charlotte Anderson,4687,muslim are,muslim,kruttika108,Sun Sep 24 06:14:00 +0000 2017,"Watch ""Why Muslim refugees are more likely to become terrorists"" on YouTube https://t.co/qyPbRzr6hS",867842479738900480
5854,1,520,1784,4,0,0,Mon May 27 08:34:10 +0000 2013,,Sweden,Gareth Berg 🚀,3760,muslim are,muslim,Garethdberg,Sun Sep 24 06:12:51 +0000 2017,"That's the spirit! Religious children are not as nice as secular counterparts, study finds.  #god #radio4 #LBC #bbc https://t.co/AmpPIcjKJm",1461580992
5856,6,36032,29361,0,1,1,Sat Mar 05 18:47:28 +0000 2016,954124423.0,"Ohio, USA",Mom for Trump,81778,muslim are,muslim,StacyBrewer18,Sun Sep 24 06:00:24 +0000 2017,"@AmyMek France has 10% Muslim population. They are reaching a point of saturation. Pretty soon these ""peaceful"" Muslims will turn on them.",706189400829513728
5857,0,1933,2258,0,0,0,Wed Sep 17 18:48:46 +0000 2014,,Mars,Wade,28208,muslim are,muslim,hamp2879,Sun Sep 24 05:53:00 +0000 2017,Syria use to be 100% Christian. Now it is 99% Muslim. Most were killed and are still being killed to this day.,2815402178
5858,0,317,3,0,0,0,Wed Jan 11 16:52:07 +0000 2017,,"Washington, DC",Barry Obama,22517,muslim are,muslim,IAM_BarryObama,Sun Sep 24 05:50:04 +0000 2017,"whoever kills an innocent, it is as if he has killed all mankind.   These are the voices of Muslim scholars, some of whom",819225386701574145
5859,0,736,2342,0,0,0,Fri Apr 01 23:34:29 +0000 2011,,USA,Now Media News,156534,muslim are,muslim,NowMediaScott,Sun Sep 24 05:45:49 +0000 2017,"If athletes are going to kneel for America's Christian National Anthem, at least be honest to your agenda. 

Secret… https://t.co/a86qqdTUjd",275765160
5860,1,317,3,0,0,0,Wed Jan 11 16:52:07 +0000 2017,,"Washington, DC",Barry Obama,22517,muslim are,muslim,IAM_BarryObama,Sun Sep 24 05:40:05 +0000 2017,"it’s happening.  These are the voices of Muslim clerics who teach that Islam prohibits terrorism, for the Quran says",819225386701574145
5861,0,458,525,0,0,0,Tue Jan 17 21:29:54 +0000 2017,,"Mississippi, USA",Rhoda Virginia Tatum,2400,muslim are,muslim,vrgnt123,Sun Sep 24 05:39:42 +0000 2017,"NFL DISRESPECTS OUR FLAG, ANTHEM, COUNTRY &amp; PRESIDENT. THESE MUSLIM TRAITORS ARE LOYAL ONLY TO ISLAM. .… https://t.co/19VpIC1QBM",821469619844247552
5863,0,147,910,0,0,0,Thu Sep 13 14:18:03 +0000 2012,,"Toronto, Canada",Maung Lwin,6725,muslim are,muslim,lwin_maung,Sun Sep 24 05:19:30 +0000 2017,"Because Europe, Canada and US are under Muslim. https://t.co/BkyXuCl81i",821591252
5864,4,105636,101711,1,1,1,Sun Sep 16 05:20:05 +0000 2012,,Australia,Peter Townsend,186212,muslim are,muslim,PeterTownsend7,Sun Sep 24 05:15:06 +0000 2017,#pjnet Wondering how accurate Muslim historical accounts are. You'll love my forthcoming book! Follow @pthistory for updates,826537184
5865,1,71,187,0,2,0,Sat Aug 13 02:35:52 +0000 2016,8.24041708740608e+17,"Los Angeles, CA",Micki Janus,3410,muslim are,muslim,mickijanus,Sun Sep 24 05:06:40 +0000 2017,@ruthie6920 @peaceandjoy101 We are not Africa or a Muslim country. Stop being a victim.,764289334010781700
5867,1,374,366,0,1,2,Mon Apr 20 04:39:56 +0000 2015,558396379.0,"Reseda, Los Angeles",niشawty,10791,muslim are,muslim,lmaonishat,Sun Sep 24 05:06:31 +0000 2017,"@HalalZaddy Me: *acts unbothered by muslim men who are a living paradox cuz I know better*

Also me: *wildly calls… https://t.co/YtVa3l6Eoa",3164755134
5868,0,114,247,0,1,0,Mon Apr 17 19:30:51 +0000 2017,,"Seattle, WA",DailyLibs,2806,muslim are,muslim,dailylibs,Sun Sep 24 05:03:11 +0000 2017,A Canadian Muslim asks me “how are  those twin towers of yours doing?” and I call him a POS &amp; guess who @twitter ba… https://t.co/hmfhbUguuA,854054567385772032
5869,0,19989,127,0,2,0,Tue Mar 28 13:07:35 +0000 2017,108227302.0,123 Easy Street,Grassyknoll,22346,muslim are,muslim,grassyknoll_,Sun Sep 24 04:48:08 +0000 2017,@uswahabibah @TheEconomist It is a Muslim Majority country. I never claimed the constitution is Sharia idiot. Musli… https://t.co/ZzKLVZGge1,846710359113318401
5870,0,4468,3928,0,0,0,Mon May 17 02:51:48 +0000 2010,,"Windham, NH",DeplorableBarneyFife,19893,muslim are,muslim,Slorider1,Sun Sep 24 04:44:04 +0000 2017,I hear English and Germany are working on a flag to unite against Muslim.  A Black swastika on a rainbow 🌈 banner,144705238
5871,0,89,57,0,1,0,Wed Jun 07 03:21:49 +0000 2017,4970411.0,"Washington, DC",Al N Franken,642,muslim are,muslim,AlsFranken,Sun Sep 24 04:41:29 +0000 2017,@AJEnglish We should help stop this! These are Muslim brothers and sisters! The Christians genocide in the Middle E… https://t.co/bC77DB1Q0u,872292482943520772
5872,0,6,8,0,3,0,Fri Jan 06 05:07:23 +0000 2017,7.762941171982787e+17,"Chino Hills, CA",Nathan Brainard,928,muslim are,muslim,HeavensGutter,Sun Sep 24 04:37:02 +0000 2017,@DozierJr1 @MichelleReneeW3 @NBCNews They are supporting Collin Kaepernick who is abrace baiting muslim who turned… https://t.co/Fn6vsaBAwX,817236096547360769
5873,2,56,132,0,6,0,Tue Nov 13 00:33:17 +0000 2012,3022362517.0,"Regina Beach, Saskatchewan",Azmir Khan,116,muslim are,muslim,AzmirKhanMP,Sun Sep 24 04:35:36 +0000 2017,@stephen9919 @FoxNews @ffweekend @CLewandowski_ @POTUS @UN i'm not even Muslim lol. thanks for proving to everyone… https://t.co/TEROcO2zVI,944897875
5876,0,50,284,0,1,0,Tue Aug 22 02:28:10 +0000 2017,885594949.0,"Philadelphia, PA",James Young,199,muslim are,muslim,JamesYo02286981,Sun Sep 24 04:27:11 +0000 2017,@alwaystheself Terrorist is a term devise by white supremacists. Terrorist can only be Muslim or Black. Nazis are not terrorist,899820459079815168
5877,1,684,703,0,0,2,Sat Aug 15 03:25:11 +0000 2015,,"Oregon, USA",Bruce,28190,muslim are,muslim,BruceBrandenbu3,Sun Sep 24 04:21:59 +0000 2017,You Charles are an uninformed liberal idiot. Not only is Kaepernick disrespectful he's a Muslim sympathizer. Could… https://t.co/nDUkxQl5c5,3315528084
5878,0,927,692,0,1,0,Thu Oct 21 02:14:08 +0000 2010,541916635.0,"Oakland, CA",📸🍾,140495,muslim are,muslim,ShooterJones_,Sun Sep 24 04:17:09 +0000 2017,"@aneesastrings I feel that, but not everyone is Muslim or believes that they are",205526404
5880,0,121,180,0,1,0,Sat Jun 23 02:09:30 +0000 2012,130617778.0,good old U.S.A,trumpgrandoldparty,5461,muslim are,muslim,Robertsmithl,Sun Sep 24 04:11:17 +0000 2017,@KeithOlbermann Ass hole this has nothing to do with right to protestTo kneel with rag head kaperdink is to call co… https://t.co/nYPko79UNp,615795903
5881,1,14627,732,2,0,3,Mon Feb 15 18:54:15 +0000 2010,114533091.0,United States,The Chakra,66536,muslim are,muslim,ChakraNews,Sun Sep 24 04:08:59 +0000 2017,Such women are ignored by World bcuz victims are not part of #Pakistan's muslim majority. Need a voice. #Womens https://t.co/ZPrU1TW9ap,114533091
5883,0,35,150,0,2,0,Mon Oct 05 18:13:48 +0000 2015,1585058264.0,Narnia,Dorreznik,399,muslim are,muslim,dor9500,Sun Sep 24 04:04:01 +0000 2017,"@KatSuleman @GabRosenberg You are a sad little muslim , you described the religion of peace perfectly now",3873353482
5884,0,147,910,0,0,0,Thu Sep 13 14:18:03 +0000 2012,,"Toronto, Canada",Maung Lwin,6725,muslim are,muslim,lwin_maung,Sun Sep 24 04:00:51 +0000 2017,"Sir, Geert Wilders, I like that. But too late. Muslim already control Europe, Canada and US because Politicians are… https://t.co/GMO3rh9SBo",821591252
5885,0,161,173,0,0,0,Thu Apr 28 02:27:23 +0000 2016,,"Louisiana, USA",NeverHillary,2575,muslim are,muslim,NeverHillary1,Sun Sep 24 03:52:13 +0000 2017,You are correct except Kaepernick is an Arab Muslim adopted by Americans. Not Black. https://t.co/sudxUnbdr2,725511698308702208
5886,0,3252,4995,0,2,1,Thu Jun 18 23:31:52 +0000 2009,7.315688811317903e+17,Pennsylvania,Wayde Delafield,36923,muslim are,muslim,WaydeDe,Sun Sep 24 03:49:35 +0000 2017,@_edwardmondini_ @trendinvestor01  I feel terrible for the elderly &amp; women especially who are being terrorized by Muslim refugees. Terrible,48533154
5887,2,1033,1325,0,2,2,Fri Dec 19 13:57:56 +0000 2014,613556386.0,edmonton alberta canada,🇨🇦 Victoria 🇨🇦,9867,muslim are,muslim,myredcatrocks,Sun Sep 24 03:48:21 +0000 2017,@SpencerFernando Global citizen @JustinTrudeau? then please move.🇨🇦are very happy being 🇨🇦 citizens.We don’t want a… https://t.co/Dmw1NRwiMc,2936121278
5888,0,171,440,0,1,0,Fri Mar 11 05:23:23 +0000 2016,8.997566039512924e+17,"California, USA",DOPAC,4602,muslim are,muslim,Ohrforone,Sun Sep 24 03:47:53 +0000 2017,@TinMan1325 Opinion polls doesn't change the fact the 20% of the Israeli population are Muslim Arab Israeli citizens.,708161376057839619
5889,0,2715,2344,0,0,0,Fri Dec 16 03:40:21 +0000 2011,,Tennessee,Roland,15007,muslim are,muslim,RFFJ44,Sun Sep 24 03:43:07 +0000 2017,"https://t.co/vKOm2tw3KY
ISRAEL, on the other hand,
holds its Beer Festival on the site
of an old Muslim cemetery
since Moslems are doomed.",438041673
5890,1,182,246,0,2,0,Thu Apr 20 00:57:01 +0000 2017,9.047183680826163e+17,"Maryland, USA",Melanie LaPierre,3068,muslim are,muslim,Melanieswombats,Sun Sep 24 03:42:04 +0000 2017,@Adamas00007 @nytimes One can't explain away these massacres. The World watches silently because those being murdered are Muslim,854861427148017665
5949,0,12,93,0,1,0,Tue Sep 12 09:35:41 +0000 2017,9.075381921018061e+17,"Arizona, USA",Daniel W Knight,166,all muslim are,muslim,DanielWKnight1,Sun Sep 24 03:38:05 +0000 2017,"@thehill The devise racists are the cause of most of what's happened,and all because Obama and the Democrats sought… https://t.co/yg3OQBGbr9",907538192101806081
5950,0,3853,4038,0,1,0,Sun Oct 26 14:34:21 +0000 2014,,Pennsylvania,LADY DEMOCRACY!,27159,all muslim are,muslim,gam9111,Sun Sep 24 03:09:24 +0000 2017,Muslim Refugees Are Fleeing Arizona Like The PLAGUE – All It Took Was ON... https://t.co/3DGOf3jENo via @YouTube,2845253645
5951,0,141,330,0,4,0,Mon Aug 28 00:16:44 +0000 2017,3085494124.0,"Michigan, USA",Rosko,1311,all muslim are,muslim,RonRostker,Sun Sep 24 02:28:38 +0000 2017,"@JoelFischerNYC @tamaraleighllc @NancyPelosi @POTUS They are all hypocrates. Isn't 93% of the refugees Muslim,when… https://t.co/RGb8nxaFu7",901961713616130049
5952,0,559,643,0,1,0,Wed Oct 07 04:13:06 +0000 2009,211145449.0,"Columbus, OH",Nishakant Mishra,30215,all muslim are,muslim,ptnkant,Sun Sep 24 01:52:14 +0000 2017,"@pulkit21aug I sympathize humanity. All religions are shit. Be it hindu, muslim, christ ....",80489425
5953,12,3148,5001,0,2,3,Sat Feb 26 22:41:11 +0000 2011,7.762083460260864e+17,"Los Angeles, CA",CristieFedUp,13221,all muslim are,muslim,Time4America1st,Sun Sep 24 00:50:53 +0000 2017,"@B4IleaveU @JamilSmith You are proud he became a Muslim,  officers were killed and he lost his career?All over a gi… https://t.co/RzZ7j2eWEZ",258079774
5954,0,84,415,0,0,0,Sat Mar 21 20:07:16 +0000 2009,,orange county ca.,calidutch,1159,all muslim are,muslim,calidutch,Sun Sep 24 00:02:43 +0000 2017,well of course you have no problem with all of the muslims and terrorist attacks in London. You are muslim. https://t.co/Tpmqp8cNXT,25720909
5955,0,18157,14015,0,0,0,Tue Feb 22 20:52:34 +0000 2011,,USA,Twitcher ❦,293250,all muslim are,muslim,syqau,Sat Sep 23 23:07:54 +0000 2017,All you need to know about Trump's new 'Muslim ban' replacement https://t.co/9ftalhHMNI,256184059
5957,0,613,1487,0,2,0,Tue Mar 18 19:33:43 +0000 2014,17933517.0,Sittin' on The Dock of The Bay,Zeke Stone,2913,all muslim are,muslim,ZekeStone7,Sat Sep 23 22:43:48 +0000 2017,@Indybay @CRCMediaCorps Are Muslim women in veils exempted? There's a little exempt Muslim woman in all of us!,2396682283
5958,1,15623,12833,0,0,0,Tue May 24 16:40:28 +0000 2016,,United States,Nuek 😺 😸 😹 😻 😼,232561,all muslim are,muslim,vnuek,Sat Sep 23 22:14:34 +0000 2017,All you need to know about Trump's new 'Muslim ban' replacement https://t.co/K9y6ZcG2xe,735148471376830464
5959,2,32,20,0,0,1,Mon Aug 24 18:23:23 +0000 2015,3438280205.0,ireland,bilikis,511,all muslim are,muslim,halaIshawty,Sat Sep 23 20:53:31 +0000 2017,y’all are ao quick to silence muslim women,3438280205
5960,13,371,452,0,9,11,Wed May 03 04:49:01 +0000 2017,8.596308518014034e+17,"Vancouver, British Columbia",aidanus,6300,all muslim are,muslim,aidanus_atom,Sat Sep 23 20:18:03 +0000 2017,@alt_cancon @spiderfrost @bren_rem @PensionCanada @D6plus @DCTFTW @etellurian @kribbypantera @SusanIverach… https://t.co/q7e6ZDqDTf,859630851801403392
5961,0,23,123,0,2,0,Wed Jan 22 20:03:22 +0000 2014,274976315.0,"Columbus, OH",fardowsa,39,all muslim are,muslim,fardowsa83,Sat Sep 23 19:55:17 +0000 2017,@thegoulbourn @AJEnglish All these countries have one thing in common they are Muslim. In my opinion it was best fo… https://t.co/UzVChZHwwT,2305387332
5962,0,2288,1985,0,1,0,Sat May 14 14:19:25 +0000 2011,8.628087120917176e+17,Sussex,Toffee,7217,all muslim are,muslim,leweswhite,Sat Sep 23 18:46:46 +0000 2017,@ST0PRAPEGANGS you should be campaigning against all rape not just when they are Muslim perps. 80% of sexual assaults are by white perps,298547669
5963,0,320,666,0,2,0,Wed Jan 22 16:11:54 +0000 2014,7.802607909598659e+17,"New Jersey, USA",Snapback,190,all muslim are,muslim,Snapback4_6,Sat Sep 23 18:37:14 +0000 2017,"@aaronUDK @Brandinian All Islamic terrorists are Muslim, but that doesn't make every Muslim a terrorist. You have n… https://t.co/X3S67YJjuX",2305088262
5964,2,1212,2458,0,2,1,Sat Oct 12 14:02:14 +0000 2013,1365133898.0,United States,American Loyalist,3713,all muslim are,muslim,khubb64,Sat Sep 23 18:24:02 +0000 2017,@nanking2100 @PatriotMimiC All that from a Muslim that will use illegals until Democrats are done with them . The w… https://t.co/Uj6mABn1vN,1956720608
5965,0,350,357,0,0,0,Sat Jan 07 22:26:03 +0000 2017,,Sweet Home Alabama,Cindy Green,2649,all muslim are,muslim,CindyG1110,Sat Sep 23 18:18:23 +0000 2017,"That's a good one  Melvin, they are all victims,woe is me, I feel so sorry for them. He's a muslim and is doing the… https://t.co/dWYYF9ZdQg",817859872284930048
5966,0,70,691,0,0,0,Tue Oct 25 22:18:56 +0000 2011,,"Loveland, Co",Jessie Cross,799,all muslim are,muslim,brabbs88,Sat Sep 23 17:32:11 +0000 2017,"See no one commented on how California school students are being force to learn muslim religion, all you motherf*&amp;(%$@ care about is protest",398329431
5968,0,10,37,1,1,0,Thu Sep 08 14:20:04 +0000 2016,813286.0,"Pennsylvania, USA",Jodi corfield,107,all muslim are,muslim,Jodicorfield1,Sat Sep 23 16:47:23 +0000 2017,@BarackObama All of you are Fucking stupid for your comments! OBAMA hates AMERICA just like his muslim brotherhood! #wakeupamerica,773888638644092928
5969,2,2467,2945,0,2,1,Fri Oct 09 04:39:12 +0000 2009,,Chicago,MuslimWomensAlliance,2428,all muslim are,muslim,MWAChicago,Sat Sep 23 16:44:46 +0000 2017,Be sure to check out the @MWAChicago booth today at @CIOGC's annual Muslim Youth Expo. We are giving out prizes all… https://t.co/PAZ26vYvAY,81028435
5970,0,29,49,0,1,0,Sat Sep 02 17:51:39 +0000 2017,93129160.0,"Maryland, USA",Jay Smith,645,all muslim are,muslim,semperfi912,Sat Sep 23 16:16:16 +0000 2017,"@getnickwright Yes and the "" Muslim "" ban includes all Muslims .. stop being stupid . The SOB's he's referring to a… https://t.co/ITdroybj0j",904039131210244097
5971,4,29344,32064,1,0,7,Tue Dec 02 06:28:59 +0000 2008,,Finland,Citizen Halo,341007,all muslim are,muslim,haloefekti,Sat Sep 23 14:53:22 +0000 2017,Not all #Rohingya are Muslim. There are also Hindu. Genocide more about ethnicity than religion https://t.co/kizVzE6WpY,17801749
5972,1,4301,4990,1,1,0,Sun Jun 05 02:32:43 +0000 2011,8.903193163270472e+17,United States,CithrahsPresident,9330,all muslim are,muslim,eighth888,Sat Sep 23 14:48:12 +0000 2017,@Stump4TrumpPAC Typical LYING Muslim. They all lie and all are guilty of Murder. #taqiyya,311212745
5973,0,28,68,10,0,1,Wed Oct 12 01:30:41 +0000 2016,,United States,Muhammad Shehroze,5083,all muslim are,muslim,shehroze_01,Sat Sep 23 14:42:07 +0000 2017,All #Wahhabi #Muslim are Potential #Terrorists https://t.co/Pl3yYoYqrL #Wahhabism #SaudiArabia #Salafism #Deobandi #ISIS #Taliban #Islam,786016204003512320
5974,0,52,34,10,0,0,Thu Oct 13 01:55:06 +0000 2016,,"Ohio, USA",Sumi Shah,4864,all muslim are,muslim,SumiSumishah9,Sat Sep 23 14:23:12 +0000 2017,All #Wahhabi #Muslim are Potential #Terrorists https://t.co/heao7PLivk #Wahhabism #SaudiArabia #Salafism #Deobandi #ISIS #Taliban #Islam,786384738286051328
5975,0,411,281,0,1,0,Thu Aug 13 07:13:41 +0000 2009,14369314.0,"Indianapolis, Indiana",Jessika Feltz,5693,all muslim are,muslim,jessikafeltz,Sat Sep 23 14:22:41 +0000 2017,@Marriott really sad to hear that you guys are doing business with this anti-muslim group. Rethinking my loyalty to you all over the yrs.,65303936
5976,2,35,82,10,0,11,Thu Oct 13 01:24:43 +0000 2016,,"Long Beach, CA",Maha Asif,5155,all muslim are,muslim,MahaAsif19193,Sat Sep 23 14:21:11 +0000 2017,All #Wahhabi #Muslim are Potential #Terrorists https://t.co/OnY5VhQmgS #Wahhabism #SaudiArabia #Salafism #Deobandi #ISIS #Taliban #Islam,786377091033944064
5977,0,671,751,0,1,0,Sun Feb 22 11:34:25 +0000 2015,183767243.0,sacramento ca.,🇺🇸💥America💥🇺🇸,11533,all muslim are,muslim,916Birdman,Sat Sep 23 14:09:22 +0000 2017,"@AJCGlobal It's the ""refugees "" but they are not they are Muslim infiltrators slowly molding our America ! Stop imm… https://t.co/itii6pEywv",3036297180
5979,3,705,910,0,1,1,Tue Apr 26 23:55:09 +0000 2016,500704345.0,"Massachusetts, USA",MaryAnne🇺🇸,29992,all muslim are,muslim,mariemary2653,Sat Sep 23 11:46:01 +0000 2017,@Pontifex Thank you Holy Father. But not all of us are Christians. I was at a wedding yesterday. A Christian woman… https://t.co/MYHYPObgxb,725111000974893058
5980,0,4871,5353,0,8,0,Wed Aug 13 14:43:52 +0000 2014,8.662970934298788e+17,Sweden,Michael Believes,39734,all muslim are,muslim,michaelbelievs,Sat Sep 23 11:39:10 +0000 2017,@Janestankabol @ErezNeumark @Loo_Siffa @Pumpa2001 @justsayingDMY @moveurbodynow @g_bensinger @Kerpendo… https://t.co/9drIVwLGK9,2729638813
5981,4,6463,5685,0,3,0,Wed Sep 16 13:07:57 +0000 2015,376818623.0,"Florida, USA",Kim,138500,all muslim are,muslim,KimHarm63,Sat Sep 23 10:47:18 +0000 2017,@funnyfitgurl @neontaster @womensmarch You are sorely misinformed it was the last administration who didn't give a… https://t.co/RqmHPHsWMg,3675016697
5982,0,4871,5353,0,9,0,Wed Aug 13 14:43:52 +0000 2014,33039919.0,Sweden,Michael Believes,39734,all muslim are,muslim,michaelbelievs,Sat Sep 23 10:42:05 +0000 2017,@Shingo571 @betandbetter @GeRoNimO1782 @moveurbodynow @Loo_Siffa @g_bensinger @Kerpendo @Pumpa2001 @VeronicaTalbot9… https://t.co/ZYb36IE3eu,2729638813
5983,6,4871,5353,3,0,5,Wed Aug 13 14:43:52 +0000 2014,,Sweden,Michael Believes,39734,all muslim are,muslim,michaelbelievs,Sat Sep 23 10:34:22 +0000 2017,#Iran #Northkorea and all #nondemocratic muslim and arab states are the largest threat to humanity… https://t.co/7sTmLlqJl9,2729638813
