# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,Classification
4,9481,9531,0,0,1,Wed Jun 08 04:05:28 +0000 2011,,United States,White boys Auto inc.,9822,towel head,muslim,whitet622,Fri Sep 22 18:46:19 +0000 2017,"Build That Wall,we don't need Congress,oboma stole pallets of money and gave to his towel head  buddies,steal the money build wall",313091571,Hate speech
0,2901,5001,0,0,0,Tue Nov 27 23:34:12 +0000 2012,,"winnemucca, nv",Randy Durant,11771,towel head,muslim,DurantRandy,Fri Sep 22 18:45:21 +0000 2017,"When you're in your own country you can say what you want and nothing is racist. I will call a coon a coon, a Muslim a towel head, and so on",974967601,Hate speech
1,454,200,0,1,1,Mon Sep 28 23:57:55 +0000 2015,2952648803.0,"Charlotte, NC",princess.,14491,towel head,muslim,likenydi,Fri Sep 22 01:56:03 +0000 2017,@GirlsLoveGen I got a towel on my head cause I just washed my hair bruh gon say “ damnnn towel head“😂,3808922116,Hate speech
0,13316,11901,0,2,0,Sat Jan 21 18:36:38 +0000 2017,989119488.0,NEW YORK,Matt Deo,4668,towel head,muslim,matt_urban1a,Thu Sep 21 23:34:28 +0000 2017,@USAAssociation @samsoncan1 And scares the living shit Out of  you a towel head wearing asses👍🇺🇸,822875569931124736,Hate speech
0,45,98,0,1,0,Tue Jul 25 17:09:14 +0000 2017,291874773.0,"Bayard, Ne",Brad J Schmall,387,towel head,muslim,bradjschmall,Thu Sep 21 23:23:28 +0000 2017,@pink_lady56 Maybe towel head should look in the mirror,889895326357872642,Hate speech
0,47,236,0,1,0,Fri Aug 18 02:22:00 +0000 2017,247981000.0,"Georgia, USA",Wayne,84,towel head,muslim,Wayne_MAGA,Thu Sep 21 12:44:41 +0000 2017,@PoliticalShort God damn and burn in hell these towel head piece of shit muslims. Blast them and North koreas half… https://t.co/tskM3gUMmH,898369357599965188,Hate speech
2,405,408,0,3,0,Thu Nov 28 17:10:22 +0000 2013,394344946.0,"Nebraska, USA",Haley,1177,towel head,muslim,haley__laurenn,Thu Sep 21 03:46:11 +0000 2017,@peyton_darnelll @lexilkess @AndreaZulauf this is so you hahaha u towel head,2220077251,Hate speech
0,18,178,0,0,0,Thu May 05 01:14:21 +0000 2016,,"San Francisco, CA",Middleageman,1560,towel head,muslim,middleagedbro,Thu Sep 21 02:02:30 +0000 2017,"Calling a Caucasian a white supremacist is like using the terms spic, chink, gook, beaner, wetback, nigger, spook, towel head, redskin, etc",728030036524032000,Hate speech
0,1594,1527,0,0,0,Wed Jan 25 21:17:25 +0000 2017,,"Florida, USA",Stahove,19013,towel head,muslim,Stahove1,Thu Sep 21 00:00:23 +0000 2017,Hey towel head. You should kiss my Ass. https://t.co/iQtbE09DKV,824365579872116737,Hate speech
8,125,151,0,2,3,Fri Oct 16 19:25:36 +0000 2015,989119488.0,"Tavares, FL",Clay8745,1642,towel head,muslim,ccbarritt,Wed Sep 20 22:27:37 +0000 2017,@USAAssociation @TheMeemStreams This towel head needs to go home maybe he can visit Rocketman,3974137947,Hate speech
0,121,117,0,2,0,Sat Feb 25 02:15:33 +0000 2017,462104542.0,USA,Burrman,1509,towel head,muslim,burrmank3,Wed Sep 20 21:58:25 +0000 2017,@chuckwoolery @NBCNews F off towel head!,835312247194832897,Hate speech
0,262,301,0,1,0,Sat Sep 02 21:52:36 +0000 2017,56101326.0,United States.,Ron,2283,towel head,muslim,LS5Vendetta,Wed Sep 20 21:52:52 +0000 2017,@DarlaDawald Time to give this towel head a USA ICBM enigma,904099766270865408,Hate speech
0,4924,5092,0,0,0,Wed May 13 12:38:53 +0000 2009,,"Mountain Home, Arkansas",American Wolverines,49721,towel head,muslim,untwin34,Wed Sep 20 21:33:17 +0000 2017,"Its good to hear our enemies bashing trumps UN speech. Means they understood the meaning and no to the towel head leader, no apology needed.",39741214,Hate speech
0,79,268,0,1,0,Sat Jul 29 18:35:20 +0000 2017,2917644652.0,United States,Chris,437,towel head,muslim,KoopCF76,Wed Sep 20 17:50:17 +0000 2017,@JPY_Kurdish Look at that towel head burn!!! 😫🔥,891366547461156865,Hate speech
0,1406,2270,0,3,0,Mon Oct 13 01:06:52 +0000 2008,8.752417590135562e+17,"Knoxville, TN",Jan Bianucci,8083,towel head,muslim,jbianucci,Wed Sep 20 17:41:31 +0000 2017,@mahdi_hemati @mehdiiooo @HassanRouhani Go pound sand my little Muslim towel head !!!,16714386,Hate speech
0,1406,2270,0,1,0,Mon Oct 13 01:06:52 +0000 2008,1404590618.0,"Knoxville, TN",Jan Bianucci,8083,towel head,muslim,jbianucci,Wed Sep 20 17:37:18 +0000 2017,"@HassanRouhani Hey towel head Dicktator, Get used to it buddy boy.  Go ahead.. MAKE MY DAY !!  MAGA/Trump2020",16714386,Hate speech
0,37,15,0,1,0,Mon Feb 07 20:55:15 +0000 2011,15933690.0,"Dallas, Texas",Gonzo Rob,10402,towel head,muslim,gonzobigd,Wed Sep 20 12:32:05 +0000 2017,"@NBCDFW Keep telling yourself that, towel head.",248840942,Hate speech
0,18,34,0,1,0,Thu Jan 27 21:41:16 +0000 2011,357665244.0,L.A. California,Ruben Mesinas Jr.,49,towel head,muslim,rmesi14,Wed Sep 20 04:04:55 +0000 2017,@JinderMahal fucken towel head...your not a champ your a joke,243814596,Hate speech
1,79,268,0,2,1,Sat Jul 29 18:35:20 +0000 2017,7.656168715675689e+17,United States,Chris,437,towel head,muslim,KoopCF76,Wed Sep 20 03:35:52 +0000 2017,@mrntweet2 @realDonaldTrump Ha! Play nice towel head or Iran is next!!,891366547461156865,Hate speech
21,290,169,0,0,1,Tue Jan 01 05:05:53 +0000 2013,,University of Maryland,Judy جودي,6668,towel head,muslim,RingingOut,Wed Sep 20 02:20:17 +0000 2017,If you are content with Rapid City schools just remember an administrator once asked me to my face why I want to learn a towel head language,1051865797,Hate speech
0,9,31,1,2,0,Mon Jan 30 21:40:11 +0000 2017,462104542.0,"Arkansas, USA",Bringthanoise,269,towel head,muslim,marycok17714833,Wed Sep 20 02:02:32 +0000 2017,@chuckwoolery @NBCNews Who does this towel head think he's talking to #ThisIsAmerica,826183252486426624,Hate speech
2,1146,1930,0,1,0,Sat May 23 23:52:05 +0000 2015,47813521.0,United States,Jay,6694,towel head,muslim,USAWINJAN20,Wed Sep 20 00:41:54 +0000 2017,"@JZarif Sure towel head, whatever you say. 😂😂😂😂😂",3295936240,Hate speech
0,1028,1579,1,0,0,Thu Mar 26 23:28:06 +0000 2009,,Connecticut,Brian M.,68790,towel head,muslim,BJM_1984,Wed Sep 20 00:36:55 +0000 2017,We need a new WWE Champion. Sick of watching this towel head continue to hold the belt. #SDLive,26886392,Hate speech
3,71,103,0,2,1,Sat Mar 04 18:14:36 +0000 2017,26487169.0,,Tom Heeney,653,towel head,muslim,tjheeney3,Tue Sep 19 23:58:10 +0000 2017,@LouDobbs @POTUS Screw pie face and the towel head. They hate us why should any American worry if we offend them. T… https://t.co/5W7NzKFUs7,838090313340227584,Hate speech
1,68,123,0,0,0,Tue Sep 05 21:42:09 +0000 2017,,"Eugene, OR",Davy,350,towel head,muslim,utterlywicked,Tue Sep 19 23:26:01 +0000 2017,"When ur gmpa says ""if it was children running this world there wouldn't be hate &amp; wars"" then 10min later refers to some1 as a towel head. 😣😟",905184300005441536,Hate speech
0,315,408,0,3,0,Wed Aug 02 15:17:38 +0000 2017,454513795.0,Alabaster,Billy Cummins,1863,towel head,muslim,billycummins15,Tue Sep 19 23:19:53 +0000 2017,@ChooseToBFree @skb_sara @POTUS yes towel head we are talking about you. Now go eat sand we will send you no more money.,892766347947540485,Hate speech
4,2140,1468,0,2,0,Sun Jan 24 02:04:58 +0000 2016,462104542.0,,Deplorable Jack,22686,towel head,muslim,deoppressolibe2,Tue Sep 19 22:56:54 +0000 2017,"@chuckwoolery @NBCNews Oh no he warned ""hey look towel head Trump isn't OBLUNDER""",4805515297,Hate speech
1,9481,9531,0,1,0,Wed Jun 08 04:05:28 +0000 2011,3709329729.0,United States,White boys Auto inc.,9822,towel head,muslim,whitet622,Tue Sep 19 20:38:02 +0000 2017,@reallyo1 F*** that and all you towel head m************,313091571,Hate speech
0,0,35,0,1,0,Sat Jul 01 03:05:47 +0000 2017,14173315.0,"Los Angeles, CA",Adam,649,towel head,muslim,twetterblows,Tue Sep 19 18:44:51 +0000 2017,@NBCNews Like anyone trust this fucking towel head,880985758978396160,Hate speech
0,5,38,0,1,0,Thu Oct 06 21:49:48 +0000 2016,1917731.0,"Brooklyn, NY",Mario Rivera,591,towel head,muslim,mariorivera8166,Mon Sep 18 18:14:58 +0000 2017,@thehill Who the fuck is this towel head prick to warn anybody tear that shit up along with everything else that asshole obama did,784148677862580224,Hate speech
0,2,3,0,1,0,Thu Feb 25 21:07:50 +0000 2016,428333.0,United States,Joel Altavilla,1531,towel head,muslim,altavilla1955,Mon Sep 18 15:50:02 +0000 2017,@cnnbrk Tell that towel head that sand turns into glass with high heat,702963236358877184,Hate speech
2,233,285,0,0,0,Sat Nov 03 01:53:01 +0000 2012,,"Milan,MI",Brandon Wagner,961,towel head,muslim,b_wag98,Mon Sep 18 15:37:48 +0000 2017,One more towel head jumps in front of me and risks my life and my car I'm gonna just run into them literally my green light stupid bitch,922206780,Hate speech
1,70706,348,0,0,3,Thu Jul 07 18:06:23 +0000 2011,,"Destin, FL",The Obscurant,21970,towel head,muslim,theobscurant,Mon Sep 18 15:17:49 +0000 2017,A dead towel head is a good towel head. https://t.co/VunKxt6PY4,331134407,Hate speech
0,41,496,0,3,0,Tue Oct 22 19:17:21 +0000 2013,9.080258822074982e+17,"Brooklyn, New York ",joem,198,towel head,muslim,Aceking4lyfeJoe,Mon Sep 18 12:58:38 +0000 2017,@group_alexa @YaOnlyLivvOnce @WWEEmberMoon Lmao you need some water mr towel head. 💀😂😂😂,2148796119,Hate speech
1,79,275,0,0,0,Sun Jan 29 02:08:47 +0000 2017,,"Elmira Heights, NY",Marlb,1481,towel head,muslim,noahthomason420,Sun Sep 17 03:46:14 +0000 2017,"Drunk people quotes:""Them people are towel head freaks""",825526069054828544,Hate speech
0,213,190,0,3,0,Fri Nov 25 21:26:06 +0000 2011,52354508.0,"Texas, USA",Edward Neal McKinney,5397,rag head,muslim,usafflyer,Sat Sep 23 21:22:59 +0000 2017,@AliCologne @realDonaldTrump @FLOTUS No American cares what a low IQ shit for brain camel humping rag head like U t… https://t.co/ukHcQU6KW1,421372504,Hate speech
0,3376,3022,0,1,0,Tue Jul 26 21:24:50 +0000 2011,1404590618.0,Lebanon Tn.,Patrick Durham,39365,rag head,muslim,patrickdurham2,Sat Sep 23 00:21:04 +0000 2017,@HassanRouhani Eat a dick rag head. When we come for you it will be total. Should've killed you goat humpers in WWII.,342968456,Hate speech
0,52,133,0,4,0,Mon Sep 30 14:49:50 +0000 2013,1646828712.0,Denmark,Wasteman,310,sandnigger,muslim,VDzeladini,Fri Sep 22 19:53:03 +0000 2017,"@Hassaballa92 @fraudiesta1 @socraticjuan @AntiFutboI Shut the Fuck up u fucking sandnigger, go enjoy ur 6 yr old wife",1920286692,Hate speech
28,3446,510,0,0,1,Tue Jun 17 00:02:22 +0000 2014,,Canada,TXNM (WILLY WILSON),12430,sandnigger,muslim,TXNM5,Fri Sep 22 16:10:14 +0000 2017,Honestly sucks im arab sandnigger. Like i cant be white privilege but i also cant say nigga and give fistbumps :(,2615654153,Hate speech
0,135,286,0,1,0,Mon Oct 05 20:36:31 +0000 2015,43989162.0,"Chino Hills, CA",Toxic,4264,towelhead,muslim,DrippToxic,Wed Sep 20 07:11:09 +0000 2017,@Ronnie2K why do u keep making shitty fucking games bro Jesus fix your game mechanics for fuck sake u towelhead head fuck,3795819494,Hate speech
0,244,66,0,1,0,Fri Aug 04 04:31:37 +0000 2017,8.442550352698245e+17,"Alabama, USA",America Man,8612,towelhead,muslim,americaman8v3,Tue Sep 19 00:37:36 +0000 2017,@AnimeHatefacts I think it's actually a towelhead and not a jew this time. https://t.co/qStQ0h2ESP,893328545073815552,Hate speech
0,14,19,0,1,0,Sat Jan 02 20:52:23 +0000 2016,1367531.0,United States,Bill Sonnier,1108,raghead,muslim,wcp69597,Mon Sep 25 12:57:51 +0000 2017,@FoxNews Fucking raghead,4698410358,Hate speech
0,88,268,0,1,0,Mon Dec 26 18:17:45 +0000 2011,,Philly,Brutally Honest Phil,4279,raghead,muslim,PhillyHonest,Fri Sep 22 17:57:41 +0000 2017,Someone tell this Muslim raghead retard that not all women are as dumb as @chelseahandler https://t.co/lXRfy291PV,447280935,Hate speech
0,6,79,0,1,0,Fri Mar 31 18:16:53 +0000 2017,9300262.0,"Rushville, IN",Rodney Stanley,94,raghead,muslim,RodneyStanley10,Fri Sep 22 13:58:27 +0000 2017,@politico You suck zuckerburg. I'm beginning to think that your muslim. A stinky muslim raghead.,847875359391567876,Hate speech
0,795,671,0,0,0,Sat Jun 16 01:21:28 +0000 2012,,"Houston, TX",Michael Casanova,14357,raghead,muslim,one3five1,Fri Sep 22 11:33:15 +0000 2017,Fu Q raghead nigger mfr,609585448,Hate speech
0,692,1305,0,0,0,Tue Mar 21 19:31:25 +0000 2017,,United States,PatriotBar,2484,raghead,muslim,USAPriorityOne,Thu Sep 21 05:44:05 +0000 2017,"Fuck you, savage goat fuck raghead! https://t.co/zRtC6B1f9n",844270239734902784,Hate speech
0,116,148,0,1,0,Sat May 21 20:53:37 +0000 2016,78523300.0,"Hutchinson Island South, FL",Kenner Day,1798,raghead,muslim,DayKenner,Wed Sep 20 23:54:34 +0000 2017,"@RealJamesWoods Risking being ignorant and absurd, Iranian President is a stupid, evil raghead muzzie goat humper,… https://t.co/32nd5Jva9k",734125011850670081,Hate speech
0,15814,6125,0,2,0,Thu Jan 28 17:34:46 +0000 2016,7.447964853807718e+17,USA,US Army Veteran🇺🇸,37560,raghead,muslim,US_Army_Vet,Mon Sep 18 06:14:28 +0000 2017,@simonquer @soujourn You don't seem pro Muslim in your bio…what do you suggest to kick these fucking raghead asshol… https://t.co/WJiDq78LCc,4826510725,Hate speech
0,8,16,0,2,0,Fri Nov 25 22:44:08 +0000 2016,269941762.0,"Florida, USA",Kurupt,104,raghead,muslim,depolar_,Sun Sep 17 20:54:22 +0000 2017,@2KSupport @Ronnie2K ronnie2k you Indian fucking raghead how come I'm 2k17 I could dunk perfectly fine whenever I w… https://t.co/5eG0AhgRSn,802281744019951616,Hate speech
0,146,476,0,1,0,Mon Aug 26 02:14:59 +0000 2013,118845216.0,New York,PutinsPuppet,16911,jigaboo,black,RussiaCollusion,Fri Sep 22 22:09:25 +0000 2017,@SheriffClarke pipe down u jigaboo. Go put ur costume on,1700707160,Hate speech
0,710,388,0,1,0,Sat Oct 01 18:27:49 +0000 2011,39423536.0,"Urbandale, IA",Brenda,34703,coon,black,Blynde2,Tue Sep 26 16:57:22 +0000 2017,@kyliedeane LMFAO 😂😂 actually people from coon rapids are insanely fertile. You guys pop out like 7 kids per year,383348154,Hate speech
0,384,1105,0,1,0,Sat Dec 14 22:59:42 +0000 2013,40056590.0,,Mister Loudermilk,4585,coon,black,MistrLoudermilk,Tue Sep 26 14:40:13 +0000 2017,"@thecoreyholcomb This Shattered glass house having ass coon still wants 2 throw rocks?

Annoyed that this coons opi… https://t.co/IMw7XabYAE",2246264102,Hate speech
0,234,608,0,1,0,Wed Jan 22 04:26:24 +0000 2014,583456963.0,"Massachusetts, USA",Debra Fletcher,7355,coon,black,DebraFletcher17,Tue Sep 26 14:31:51 +0000 2017,@LATiffani1 LeBron James is what they call a coon,2296729557,Hate speech
0,654,361,0,0,0,Wed May 20 05:58:16 +0000 2009,,"Washington, DC",DRE 😎,50977,coon,black,4WingsAndRice,Tue Sep 26 11:55:13 +0000 2017,Every player on the cowboys roster is a “coon”,41306824,Hate speech
0,1082,947,0,1,0,Sat Apr 18 21:49:05 +0000 2009,255846590.0,"Lancaster, TX",Yusuke Urameshi,111562,coon,black,martinlacour_,Tue Sep 26 04:23:15 +0000 2017,@charlesreyna That flip flop coon,33023867,Hate speech
3,493,1152,0,3,0,Fri Oct 09 03:36:27 +0000 2009,245409469.0,"Indiana, USA",Deener Bawx 🇺🇸,13671,coon,black,PhelanKA7,Tue Sep 26 03:54:24 +0000 2017,"@_ForgetmeKNOT_ @VibeHi @TreyHoward406 Black Lives Matter except when you're disagreeing with me ""coon.""

Hahahaha!

PRICELESS.",81018286,Hate speech
0,587,426,0,0,0,Wed Mar 19 14:39:02 +0000 2014,,Bible Study,mimsy,15150,coon,black,TheRealDix,Tue Sep 26 02:05:49 +0000 2017,A 2 bit coon https://t.co/pZSZiBArqX,2422690931,Hate speech
0,318,438,0,1,0,Sat Mar 14 01:10:58 +0000 2009,24198661.0,"Greenville, Ms",Miss Jones,20227,coon,black,azulsoul2013,Tue Sep 26 02:04:20 +0000 2017,@jamdownrocks idk this dude but I guess he's in the same category of that coon sheriff Clark or something,24298552,Hate speech
1,2163,261,0,0,3,Thu Jul 10 03:41:15 +0000 2014,,"Atlanta, GA",Bad Feminist,170293,coon,black,moneymenmeals,Tue Sep 26 01:54:28 +0000 2017,"Everyone should just stop kneeling. It's a mess and if it took you this long to want change, you're still a coon. Just stop it.",2693667365,Hate speech
0,135,224,0,1,1,Sun Sep 24 19:57:57 +0000 2017,139970206.0,"Houston, TX",Negrito,826,coon,black,SimplyDeron,Tue Sep 26 01:29:23 +0000 2017,@Dloingram24 Probably cus I call everybody a coon or something lol,912043446587846656,Hate speech
1,1424,1283,0,0,0,Thu Sep 01 23:21:50 +0000 2016,,"Hampton, VA",Rich 🅿️orter,62753,coon,black,DBruton10,Mon Sep 25 17:45:38 +0000 2017,Tom Brady called Trump divisive? 2 for 2 lmaooo y'all can't call me a coon no more B,771488264695914496,Hate speech
0,13,18,0,2,0,Wed Apr 15 16:55:38 +0000 2015,1604444052.0,"Ashtabula, OH",cathy smith,565,coon,black,cathy44004,Mon Sep 25 06:30:51 +0000 2017,@dodo @grav3yardgirl Cute little coon,3170545137,Hate speech
0,658,443,0,0,0,Sat Mar 02 04:22:17 +0000 2013,1232827074.0,dc,ronald t.,17348,coon,black,rondtjr,Mon Sep 25 03:38:44 +0000 2017,nah I just like southern shit. could never be a coon.,1232827074,Hate speech
1,753,333,0,0,1,Fri Apr 02 16:30:38 +0000 2010,,Garden of Eden ,Nosa Odia,128822,coon,black,_CanYouLive,Mon Sep 25 03:28:14 +0000 2017,Cam Newton a coon,128923812,Hate speech
0,1396,768,0,0,0,Sun Nov 22 07:26:21 +0000 2009,,"Miami, FL",Clizzy,140492,spook,black,CliffoDee,Mon Sep 25 21:55:50 +0000 2017,That man spook sneaky.,91744661,Hate speech
0,309,611,0,0,0,Fri Jun 13 07:49:00 +0000 2014,,"Groom Lake, NV",MͬEͤMͦEWAGON,22669,spook,black,KafeiAizawa,Sun Sep 24 21:33:57 +0000 2017,I was talking about Spike Spiegel and I couldn’t actually remember if I had said “spook spogel”,2605752940,Hate speech
0,272,1172,1,0,0,Sat Oct 31 23:52:07 +0000 2009,,Earth,Willy Tobelman,10357,spook,black,wtobelma,Sun Sep 24 02:47:05 +0000 2017,"The tweets over the screen really take away from the ""spook factor"" of #GhostAdvetnures",86625449,Hate speech
0,123569,176,1,1,0,Fri Feb 27 23:20:21 +0000 2015,15494123.0,"Lake Buena Vista, FL",WDW Today,158894,spook,black,WDWToday,Sat Sep 23 22:49:25 +0000 2017,@nspencer Meghan sounds spook-tacular! Thank you for your #CastCompliment!,3047974969,Hate speech
1,1621,1503,0,1,0,Mon Oct 27 14:46:34 +0000 2008,2319339266.0,"Loudoun County, Virginia",Dave McWatters,12767,spook,black,davemcwatters,Sat Sep 23 12:30:21 +0000 2017,@MADE__USA She's a spook; she knows she needs to stop retweeting and offer bonafide analysis based on real knowledg… https://t.co/K8W3dFEw8l,16999554,Hate speech
0,17349,1366,0,1,0,Wed May 07 21:04:10 +0000 2008,38495835.0,"Troy, NY",John Fitzpatrick,22386,spook,black,j_c_fitz,Fri Sep 22 03:08:02 +0000 2017,@marklevinshow not liberal. Just a victim of abuse by Cheney. Outing a CIA spook should be a crime.,14691845,Hate speech
5,749,361,0,1,0,Wed Sep 23 20:23:01 +0000 2015,1444864686.0,"Iowa, USA",Dea R. Chick,32303,spook,black,Red_Goner,Thu Sep 21 22:24:57 +0000 2017,@The_ArchAlien Private property is a spook https://t.co/nNMvwMKs2R,3662778132,Hate speech
3,685,1106,0,0,0,Wed Dec 03 04:26:26 +0000 2008,,"Brooklyn, NY",HOVA-Chi Minh,7298,spook,black,TheHipsterRebbe,Thu Sep 21 19:28:34 +0000 2017,Can we dig up the crusty old racist corpse of Robert Novak and give him a Peabody for letting us know Plame was a spook?,17828802,Hate speech
4,119,255,0,0,0,Sat Jul 15 03:06:56 +0000 2017,,"Houston, TX",Jello-Shot,986,spook,black,Jelloshot93,Wed Sep 20 23:55:22 +0000 2017,"Searched up “Halloween spook succc” on porn hub, was not disappointed.",886059476788183041,Hate speech
0,153,129,0,0,0,Mon Jul 11 01:53:44 +0000 2016,,detroit,777,11171,spook,black,ak640s,Wed Sep 20 23:50:50 +0000 2017,i wanna see spook :(,752319931685888000,Hate speech
1,242,487,0,0,1,Sat Feb 13 00:15:35 +0000 2016,4899465914.0,United States,mhdude1,34797,spook,black,Mhdude1Mhdude1,Wed Sep 20 20:22:04 +0000 2017,Obama the KGB like spook!,4899465914,Hate speech
1,418,183,0,1,0,Wed Jun 04 03:44:34 +0000 2014,8.951470108856033e+17,"Baltimore, MD",Ephrem Antony Gray,13331,spook,black,eantonygray,Wed Sep 20 04:08:33 +0000 2017,"@Runefolksman yeah there's probably no way men could read a comic like that, but lesbianism is pretty much a spook",2545156620,Hate speech
0,5,31,0,0,0,Sat Mar 04 04:51:52 +0000 2017,,"Florida, USA",Marco Painter,125,spook,black,starry_eyed_boy,Wed Sep 20 01:54:26 +0000 2017,spook https://t.co/9p1a1VGN49,837888298932715520,Hate speech
2,25,216,0,4,0,Sun May 01 06:00:14 +0000 2016,953224993.0,"Anaheim, CA",MojoTheOriginal,639,spook,black,MojoTheOriginal,Wed Sep 20 01:41:23 +0000 2017,@MrPeytonReed @davidcrosss @mrbobodenkirk @tomhanks no sudden moves you don't wish to spook them...just enjoy the view !,726652427533848576,Hate speech
5,20592,1872,0,1,4,Thu Feb 19 17:53:24 +0000 2009,,"New York, NY",TTPM,42150,spook,black,ttpm,Mon Sep 18 22:30:19 +0000 2017,Stay at this spook-tacular 🦇👻 B&amp;B with the Vampirina Scare B&amp;B from @JustPlayToys!!  https://t.co/cM7edF4xPn https://t.co/WUUnb6X1s6,21321133,Hate speech
0,415,332,0,0,0,Mon Jul 18 14:22:37 +0000 2011,337741656.0,SF / LA,Jon Marcus,29301,spook,black,ThusSpokeJon,Mon Sep 18 20:20:20 +0000 2017,"(3) hence the phrase deer in the headlights, but apparently they do. Maybe headlights just spook them.",337741656,Hate speech
0,153,363,0,1,0,Mon Jan 09 17:26:37 +0000 2017,1917731.0,"South Carolina, USA",Harry traylor,7751,spook,black,Harrytraylor4,Mon Sep 18 19:58:14 +0000 2017,@thehill Maybe some rogue spook will spill the poop they have on Mueller.,818509292252839937,Hate speech
0,79,308,0,1,0,Mon Oct 17 00:00:45 +0000 2016,16916445.0,"Brownsville, TX",J. Antonio Escobedo,1358,spook,black,ActivelyPolitik,Mon Sep 18 18:09:03 +0000 2017,@adamkokesh We had to spook the ruskies somehow,787805513475960832,Hate speech
0,6325,7847,0,0,0,Wed Jun 27 23:54:59 +0000 2012,,"Canada, Medicine Hat ",Harry Potter,21657,spook,black,HarryPotter24x7,Mon Sep 18 11:30:05 +0000 2017,A Fantastic Beast scary enough to spook JK Rowling: Harry Potter author says admits getting her HUSBAND to evict… https://t.co/4qvvklnCJD,620534307,Hate speech
0,840,1245,2,1,0,Thu May 05 21:37:50 +0000 2011,41627798.0,"Catalina, AZ, USA",Nancy Vaughn,2578,spook,black,NancyVAuthor,Mon Sep 18 04:00:58 +0000 2017,@PorterTWC Can't believe you were in Bisbee and didn't stay at the Copper Queen. That place is a spook fest. #ghoststories #hauntedmansion,293730812,Hate speech
0,467,1462,0,0,0,Sat May 16 05:35:37 +0000 2015,3196945104.0,"Utah, USA",lil bat,39414,spook,black,RedSpaceJunk,Sun Sep 17 05:31:10 +0000 2017,But still tell me what I should be for the spook day,3196945104,Hate speech
0,105374,3664,0,2,0,Fri Apr 08 22:10:58 +0000 2016,7.848250831015772e+17,North Of The Wall ,Not Elizabeth,16728,porch monkey,black,NotElizabeth88,Mon Sep 18 13:30:56 +0000 2017,@WilliamSeemore @FrogRoast That was in reply to some black supremacist who called my daughter a porch monkey first… https://t.co/8LK5fc5uGv,718561802787930113,Hate speech
2,23,184,0,2,0,Fri Sep 19 22:38:12 +0000 2014,558368157.0,"Tennessee, USA",Nzinga Teamer,332,spade,black,nzinga89,Tue Sep 26 16:51:02 +0000 2017,"@DJ_LEGION_ONE @ABC My dad who is a Vietnam vet says ""the truth is the light"" always call a spade a spade! I'm goin… https://t.co/m13LMqq0jq",2820624205,Hate speech
1,909,166,0,0,1,Fri Feb 21 17:30:42 +0000 2014,,"Dade County, FL",idisdummies,61085,spade,black,Dont__BeStupid,Tue Sep 26 16:46:41 +0000 2017,I call a spade a spade lol https://t.co/d4rb9pE8lB,2355112584,Hate speech
0,30,317,0,0,0,Thu Feb 02 19:26:59 +0000 2017,,"Raleigh, NC",Payton Alexander,248,spade,black,loudlittle,Tue Sep 26 16:19:11 +0000 2017,2/2 so let's call a spade a spade: these white fans are angry that black men dare to stop entertaining in order to… https://t.co/OXc9ctpv0J,827236892949282817,Hate speech
30,8009,1014,1,1,0,Wed Feb 09 06:00:58 +0000 2011,,"New York, NY",Tyler McCall,58049,spade,black,eiffeltyler,Tue Sep 26 15:56:53 +0000 2017,"I wore @katespadeny to the Kate Spade Paris boutique opening, am I an #influencer yet? https://t.co/V3DjOI1nKU",249514855,Hate speech
0,48,79,0,1,0,Sat Dec 28 17:01:02 +0000 2013,2605445976.0,"New York, USA",Linda Brown,201,spade,black,ingadinga1124,Tue Sep 26 15:52:59 +0000 2017,"@theironicview No, pal, honesty.  I do judge, we all do.  I calla spade a spade.  Not very ""little woman"" of me. Lmao",2248419177,Hate speech
0,1169,501,0,1,1,Sat Sep 14 22:27:22 +0000 2013,54081679.0,"Miami Beach, FL",MollyIsMe,55907,spade,black,SimplyStassi,Tue Sep 26 15:21:45 +0000 2017,@TherealDubG Didn’t she say she relates more to Latina women? Don’t Cardi B identity as black? Calling a spade a spade!!!,1865231096,Hate speech
0,45,376,0,1,0,Mon Mar 20 01:13:05 +0000 2017,434868999.0,"Cleveland, OH",Bernard Williams,197,spade,black,brzwood_410,Tue Sep 26 13:49:56 +0000 2017,"@KenCarmanShow gotta call a spade a spade, alienating other races, not denouncing white supremacy, name calling, being a war monger, BUM",843631446074056704,Hate speech
18,1295,533,0,0,4,Sun Mar 10 05:51:07 +0000 2013,,"Ramona, OK",jakey,31461,spade,black,_Jake_smith71,Tue Sep 26 12:56:41 +0000 2017,This is 100% David spade https://t.co/5mJfSeiYy6,1256213180,Hate speech
1,3742,377,0,1,0,Fri Dec 17 06:49:08 +0000 2010,250428276.0,"Lawrence, KS
",Alexis Texas🍍,13322,spade,black,AlexisMikhaela,Tue Sep 26 12:35:26 +0000 2017,@cookiesandWILK That's David spade lol,227588450,Hate speech
0,338,61,0,0,0,Fri Mar 27 19:54:14 +0000 2009,,Calgary,Khalid Ali,42487,spade,black,KhalidAli1,Tue Sep 26 11:07:47 +0000 2017,Akashbail (CASSYTHA FILIFORMIS) - Almost every segment of Pak is being taken over by parasite. Are we ready to call a spade a spade?,27081870,Hate speech
